date,uniquekey,Complaint Type
8/23/2018,296,Noise - Street/Sidewalk
8/23/2018,3,Noise - Helicopter
8/23/2018,143,Noise
8/23/2018,122,Noise - Commercial
8/23/2018,99,Noise - Vehicle
8/23/2018,449,Noise - Residential
8/22/2018,331,Noise - Residential
8/22/2018,111,Noise - Vehicle
8/22/2018,179,Noise - Street/Sidewalk
8/22/2018,136,Noise
8/22/2018,2,Noise - Helicopter
8/22/2018,7,Noise - Park
8/22/2018,62,Noise - Commercial
8/22/2018,2,Noise - House of Worship
8/21/2018,158,Noise - Vehicle
8/21/2018,377,Noise - Residential
8/21/2018,5,Noise - House of Worship
8/21/2018,241,Noise - Street/Sidewalk
8/21/2018,187,Noise
8/21/2018,1,Noise - Helicopter
8/21/2018,1,Collection Truck Noise
8/21/2018,29,Noise - Park
8/21/2018,80,Noise - Commercial
8/20/2018,92,Noise - Commercial
8/20/2018,243,Noise - Street/Sidewalk
8/20/2018,150,Noise
8/20/2018,12,Noise - Helicopter
8/20/2018,20,Noise - Park
8/20/2018,1,Noise - House of Worship
8/20/2018,421,Noise - Residential
8/20/2018,139,Noise - Vehicle
8/19/2018,1067,Noise - Residential
8/19/2018,111,Noise - Vehicle
8/19/2018,143,Noise - Commercial
8/19/2018,485,Noise - Street/Sidewalk
8/19/2018,5,Noise - Helicopter
8/19/2018,106,Noise
8/19/2018,32,Noise - Park
8/19/2018,4,Noise - House of Worship
8/18/2018,837,Noise - Residential
8/18/2018,117,Noise - Vehicle
8/18/2018,167,Noise - Commercial
8/18/2018,350,Noise - Street/Sidewalk
8/18/2018,1,Noise - Helicopter
8/18/2018,149,Noise
8/18/2018,1,Collection Truck Noise
8/18/2018,16,Noise - Park
8/18/2018,3,Noise - House of Worship
8/17/2018,426,Noise - Residential
8/17/2018,73,Noise - Vehicle
8/17/2018,77,Noise - Commercial
8/17/2018,1,Collection Truck Noise
8/17/2018,16,Noise - Park
8/17/2018,156,Noise - Street/Sidewalk
8/17/2018,4,Noise - Helicopter
8/17/2018,95,Noise
8/17/2018,1,Noise - House of Worship
8/16/2018,99,Noise - Vehicle
8/16/2018,360,Noise - Residential
8/16/2018,2,Noise - House of Worship
8/16/2018,10,Noise - Park
8/16/2018,199,Noise - Street/Sidewalk
8/16/2018,99,Noise
8/16/2018,6,Noise - Helicopter
8/16/2018,77,Noise - Commercial
8/15/2018,98,Noise - Commercial
8/15/2018,229,Noise - Street/Sidewalk
8/15/2018,5,Noise - Helicopter
8/15/2018,165,Noise
8/15/2018,24,Noise - Park
8/15/2018,100,Noise - Vehicle
8/15/2018,340,Noise - Residential
8/14/2018,1,Noise - House of Worship
8/14/2018,13,Noise - Park
8/14/2018,5,Noise - Helicopter
8/14/2018,180,Noise
8/14/2018,139,Noise - Street/Sidewalk
8/14/2018,150,Noise - Commercial
8/14/2018,77,Noise - Vehicle
8/14/2018,347,Noise - Residential
8/13/2018,1,Collection Truck Noise
8/13/2018,5,Noise - Park
8/13/2018,150,Noise - Street/Sidewalk
8/13/2018,133,Noise
8/13/2018,129,Noise - Commercial
8/13/2018,2,Noise - House of Worship
8/13/2018,355,Noise - Residential
8/13/2018,82,Noise - Vehicle
8/12/2018,919,Noise - Residential
8/12/2018,165,Noise - Vehicle
8/12/2018,3,Noise - Helicopter
8/12/2018,110,Noise
8/12/2018,479,Noise - Street/Sidewalk
8/12/2018,31,Noise - Park
8/12/2018,146,Noise - Commercial
8/12/2018,1,Noise - House of Worship
8/11/2018,2,Noise - House of Worship
8/11/2018,293,Noise - Street/Sidewalk
8/11/2018,112,Noise
8/11/2018,19,Noise - Park
8/11/2018,139,Noise - Commercial
8/11/2018,107,Noise - Vehicle
8/11/2018,795,Noise - Residential
8/10/2018,444,Noise - Residential
8/10/2018,91,Noise - Vehicle
8/10/2018,103,Noise - Commercial
8/10/2018,4,Noise - Helicopter
8/10/2018,111,Noise
8/10/2018,327,Noise - Street/Sidewalk
8/10/2018,16,Noise - Park
8/9/2018,77,Noise - Vehicle
8/9/2018,354,Noise - Residential
8/9/2018,14,Noise - Helicopter
8/9/2018,122,Noise
8/9/2018,206,Noise - Street/Sidewalk
8/9/2018,19,Noise - Park
8/9/2018,54,Noise - Commercial
8/8/2018,258,Noise - Residential
8/8/2018,69,Noise - Vehicle
8/8/2018,14,Noise - Park
8/8/2018,168,Noise - Street/Sidewalk
8/8/2018,110,Noise
8/8/2018,2,Noise - Helicopter
8/8/2018,48,Noise - Commercial
8/7/2018,251,Noise - Residential
8/7/2018,61,Noise - Vehicle
8/7/2018,44,Noise - Commercial
8/7/2018,131,Noise
8/7/2018,112,Noise - Street/Sidewalk
8/7/2018,7,Noise - Park
8/6/2018,46,Noise - Commercial
8/6/2018,3,Noise - Helicopter
8/6/2018,109,Noise
8/6/2018,166,Noise - Street/Sidewalk
8/6/2018,12,Noise - Park
8/6/2018,303,Noise - Residential
8/6/2018,84,Noise - Vehicle
8/5/2018,37,Noise - Park
8/5/2018,554,Noise - Street/Sidewalk
8/5/2018,3,Noise - Helicopter
8/5/2018,56,Noise
8/5/2018,120,Noise - Commercial
8/5/2018,3,Noise - House of Worship
8/5/2018,1044,Noise - Residential
8/5/2018,127,Noise - Vehicle
8/4/2018,943,Noise - Residential
8/4/2018,147,Noise - Vehicle
8/4/2018,30,Noise - Park
8/4/2018,591,Noise - Street/Sidewalk
8/4/2018,148,Noise
8/4/2018,1,Noise - Helicopter
8/4/2018,107,Noise - Commercial
8/4/2018,4,Noise - House of Worship
8/3/2018,90,Noise - Vehicle
8/3/2018,395,Noise - Residential
8/3/2018,2,Noise - House of Worship
8/3/2018,229,Noise - Street/Sidewalk
8/3/2018,111,Noise
8/3/2018,3,Noise - Helicopter
8/3/2018,1,Collection Truck Noise
8/3/2018,14,Noise - Park
8/3/2018,74,Noise - Commercial
8/2/2018,50,Noise - Commercial
8/2/2018,13,Noise - Park
8/2/2018,152,Noise - Street/Sidewalk
8/2/2018,1,Noise - Helicopter
8/2/2018,174,Noise
8/2/2018,90,Noise - Vehicle
8/2/2018,267,Noise - Residential
8/1/2018,85,Noise - Vehicle
8/1/2018,331,Noise - Residential
8/1/2018,20,Noise - Park
8/1/2018,3,Collection Truck Noise
8/1/2018,1,Noise - Helicopter
8/1/2018,176,Noise
8/1/2018,190,Noise - Street/Sidewalk
8/1/2018,61,Noise - Commercial
7/31/2018,365,Noise - Residential
7/31/2018,123,Noise - Vehicle
7/31/2018,64,Noise - Commercial
7/31/2018,37,Noise - Park
7/31/2018,255,Noise - Street/Sidewalk
7/31/2018,203,Noise
7/31/2018,8,Noise - Helicopter
7/31/2018,1,Noise - House of Worship
7/30/2018,158,Noise
7/30/2018,4,Noise - Helicopter
7/30/2018,276,Noise - Street/Sidewalk
7/30/2018,21,Noise - Park
7/30/2018,81,Noise - Commercial
7/30/2018,388,Noise - Residential
7/30/2018,117,Noise - Vehicle
7/29/2018,181,Noise - Vehicle
7/29/2018,1302,Noise - Residential
7/29/2018,10,Noise - House of Worship
7/29/2018,170,Noise - Commercial
7/29/2018,49,Noise - Park
7/29/2018,716,Noise - Street/Sidewalk
7/29/2018,106,Noise
7/29/2018,2,Noise - Helicopter
7/28/2018,149,Noise - Vehicle
7/28/2018,1006,Noise - Residential
7/28/2018,5,Noise - House of Worship
7/28/2018,168,Noise - Commercial
7/28/2018,175,Noise
7/28/2018,526,Noise - Street/Sidewalk
7/28/2018,35,Noise - Park
7/27/2018,70,Noise - Commercial
7/27/2018,7,Noise - Park
7/27/2018,4,Noise - Helicopter
7/27/2018,115,Noise
7/27/2018,188,Noise - Street/Sidewalk
7/27/2018,66,Noise - Vehicle
7/27/2018,364,Noise - Residential
7/26/2018,115,Noise
7/26/2018,218,Noise - Street/Sidewalk
7/26/2018,18,Noise - Park
7/26/2018,76,Noise - Commercial
7/26/2018,1,Noise - House of Worship
7/26/2018,365,Noise - Residential
7/26/2018,76,Noise - Vehicle
7/25/2018,41,Noise - Commercial
7/25/2018,2,Noise - Park
7/25/2018,124,Noise
7/25/2018,124,Noise - Street/Sidewalk
7/25/2018,300,Noise - Residential
7/25/2018,54,Noise - Vehicle
7/24/2018,45,Noise - Commercial
7/24/2018,195,Noise
7/24/2018,163,Noise - Street/Sidewalk
7/24/2018,11,Noise - Park
7/24/2018,2,Noise - House of Worship
7/24/2018,375,Noise - Residential
7/24/2018,70,Noise - Vehicle
7/23/2018,377,Noise - Residential
7/23/2018,77,Noise - Vehicle
7/23/2018,35,Noise - Commercial
7/23/2018,172,Noise - Street/Sidewalk
7/23/2018,136,Noise
7/23/2018,1,Collection Truck Noise
7/23/2018,9,Noise - Park
7/23/2018,2,Noise - House of Worship
7/22/2018,142,Noise - Commercial
7/22/2018,15,Noise - Park
7/22/2018,204,Noise - Street/Sidewalk
7/22/2018,1,Noise - Helicopter
7/22/2018,120,Noise
7/22/2018,3,Noise - House of Worship
7/22/2018,769,Noise - Residential
7/22/2018,74,Noise - Vehicle
7/21/2018,124,Noise - Vehicle
7/21/2018,951,Noise - Residential
7/21/2018,5,Noise - House of Worship
7/21/2018,384,Noise - Street/Sidewalk
7/21/2018,228,Noise
7/21/2018,44,Noise - Park
7/21/2018,183,Noise - Commercial
7/20/2018,605,Noise - Residential
7/20/2018,152,Noise - Vehicle
7/20/2018,125,Noise - Commercial
7/20/2018,34,Noise - Park
7/20/2018,451,Noise - Street/Sidewalk
7/20/2018,154,Noise
7/20/2018,18,Noise - Helicopter
7/20/2018,1,Noise - House of Worship
7/19/2018,436,Noise - Residential
7/19/2018,117,Noise - Vehicle
7/19/2018,1,Collection Truck Noise
7/19/2018,14,Noise - Park
7/19/2018,308,Noise - Street/Sidewalk
7/19/2018,29,Noise - Helicopter
7/19/2018,190,Noise
7/19/2018,129,Noise - Commercial
7/19/2018,4,Noise - House of Worship
7/18/2018,340,Noise - Residential
7/18/2018,89,Noise - Vehicle
7/18/2018,64,Noise - Commercial
7/18/2018,18,Noise - Park
7/18/2018,267,Noise - Street/Sidewalk
7/18/2018,152,Noise
7/18/2018,2,Noise - Helicopter
7/18/2018,1,Noise - House of Worship
7/17/2018,1,Noise - Helicopter
7/17/2018,134,Noise
7/17/2018,101,Noise - Street/Sidewalk
7/17/2018,5,Noise - Park
7/17/2018,36,Noise - Commercial
7/17/2018,40,Noise - Vehicle
7/17/2018,290,Noise - Residential
7/16/2018,357,Noise - Residential
7/16/2018,87,Noise - Vehicle
7/16/2018,17,Noise - Park
7/16/2018,130,Noise
7/16/2018,2,Noise - Helicopter
7/16/2018,277,Noise - Street/Sidewalk
7/16/2018,39,Noise - Commercial
7/15/2018,935,Noise - Residential
7/15/2018,123,Noise - Vehicle
7/15/2018,128,Noise - Commercial
7/15/2018,1,Noise - Helicopter
7/15/2018,95,Noise
7/15/2018,442,Noise - Street/Sidewalk
7/15/2018,46,Noise - Park
7/15/2018,1,Noise - House of Worship
7/14/2018,74,Noise - Park
7/14/2018,2,Noise - Helicopter
7/14/2018,190,Noise
7/14/2018,732,Noise - Street/Sidewalk
7/14/2018,176,Noise - Commercial
7/14/2018,6,Noise - House of Worship
7/14/2018,1098,Noise - Residential
7/14/2018,173,Noise - Vehicle
7/13/2018,18,Noise - Park
7/13/2018,436,Noise - Street/Sidewalk
7/13/2018,3,Noise - Helicopter
7/13/2018,115,Noise
7/13/2018,122,Noise - Commercial
7/13/2018,2,Noise - House of Worship
7/13/2018,542,Noise - Residential
7/13/2018,122,Noise - Vehicle
7/12/2018,402,Noise - Residential
7/12/2018,92,Noise - Vehicle
7/12/2018,3,Noise - Helicopter
7/12/2018,176,Noise
7/12/2018,289,Noise - Street/Sidewalk
7/12/2018,21,Noise - Park
7/12/2018,90,Noise - Commercial
7/12/2018,1,Noise - House of Worship
7/11/2018,23,Noise - Park
7/11/2018,149,Noise
7/11/2018,3,Noise - Helicopter
7/11/2018,252,Noise - Street/Sidewalk
7/11/2018,62,Noise - Commercial
7/11/2018,4,Noise - House of Worship
7/11/2018,312,Noise - Residential
7/11/2018,89,Noise - Vehicle
7/10/2018,53,Noise - Commercial
7/10/2018,25,Noise - Park
7/10/2018,253,Noise - Street/Sidewalk
7/10/2018,168,Noise
7/10/2018,3,Noise - Helicopter
7/10/2018,89,Noise - Vehicle
7/10/2018,353,Noise - Residential
7/9/2018,48,Noise - Commercial
7/9/2018,24,Noise - Park
7/9/2018,271,Noise - Street/Sidewalk
7/9/2018,176,Noise
7/9/2018,3,Noise - Helicopter
7/9/2018,4,Noise - House of Worship
7/9/2018,426,Noise - Residential
7/9/2018,110,Noise - Vehicle
7/8/2018,4,Noise - House of Worship
7/8/2018,160,Noise - Commercial
7/8/2018,759,Noise - Street/Sidewalk
7/8/2018,124,Noise
7/8/2018,3,Noise - Helicopter
7/8/2018,51,Noise - Park
7/8/2018,174,Noise - Vehicle
7/8/2018,1305,Noise - Residential
7/7/2018,1210,Noise - Residential
7/7/2018,178,Noise - Vehicle
7/7/2018,192,Noise
7/7/2018,1,Noise - Helicopter
7/7/2018,680,Noise - Street/Sidewalk
7/7/2018,53,Noise - Park
7/7/2018,269,Noise - Commercial
7/7/2018,4,Noise - House of Worship
7/6/2018,2,Noise - House of Worship
7/6/2018,100,Noise - Commercial
7/6/2018,297,Noise - Street/Sidewalk
7/6/2018,88,Noise
7/6/2018,14,Noise - Park
7/6/2018,91,Noise - Vehicle
7/6/2018,421,Noise - Residential
7/5/2018,93,Noise - Vehicle
7/5/2018,542,Noise - Residential
7/5/2018,13,Noise - Park
7/5/2018,563,Noise - Street/Sidewalk
7/5/2018,88,Noise
7/5/2018,47,Noise - Commercial
7/4/2018,38,Noise - Park
7/4/2018,5,Noise - Helicopter
7/4/2018,66,Noise
7/4/2018,952,Noise - Street/Sidewalk
7/4/2018,80,Noise - Commercial
7/4/2018,1203,Noise - Residential
7/4/2018,121,Noise - Vehicle
7/3/2018,49,Noise - Commercial
7/3/2018,17,Noise - Park
7/3/2018,1,Noise - Helicopter
7/3/2018,94,Noise
7/3/2018,248,Noise - Street/Sidewalk
7/3/2018,2,Noise - House of Worship
7/3/2018,423,Noise - Residential
7/3/2018,51,Noise - Vehicle
7/2/2018,110,Noise
7/2/2018,341,Noise - Street/Sidewalk
7/2/2018,16,Noise - Park
7/2/2018,29,Noise - Commercial
7/2/2018,84,Noise - Vehicle
7/2/2018,382,Noise - Residential
7/1/2018,19,Noise - Park
7/1/2018,615,Noise - Street/Sidewalk
7/1/2018,1,Noise - Helicopter
7/1/2018,58,Noise
7/1/2018,93,Noise - Commercial
7/1/2018,1060,Noise - Residential
7/1/2018,122,Noise - Vehicle
6/30/2018,162,Noise - Vehicle
6/30/2018,1133,Noise - Residential
6/30/2018,6,Noise - House of Worship
6/30/2018,1,Collection Truck Noise
6/30/2018,41,Noise - Park
6/30/2018,651,Noise - Street/Sidewalk
6/30/2018,170,Noise
6/30/2018,135,Noise - Commercial
6/29/2018,104,Noise - Commercial
6/29/2018,19,Noise - Park
6/29/2018,409,Noise - Street/Sidewalk
6/29/2018,121,Noise
6/29/2018,2,Noise - Helicopter
6/29/2018,4,Noise - House of Worship
6/29/2018,521,Noise - Residential
6/29/2018,130,Noise - Vehicle
6/28/2018,1,Noise - House of Worship
6/28/2018,63,Noise - Commercial
6/28/2018,13,Noise - Park
6/28/2018,183,Noise - Street/Sidewalk
6/28/2018,152,Noise
6/28/2018,2,Noise - Helicopter
6/28/2018,99,Noise - Vehicle
6/28/2018,373,Noise - Residential
6/27/2018,173,Noise - Street/Sidewalk
6/27/2018,200,Noise
6/27/2018,4,Noise - Helicopter
6/27/2018,16,Noise - Park
6/27/2018,78,Noise - Commercial
6/27/2018,73,Noise - Vehicle
6/27/2018,398,Noise - Residential
6/26/2018,114,Noise - Vehicle
6/26/2018,498,Noise - Residential
6/26/2018,5,Noise - House of Worship
6/26/2018,8,Noise - Helicopter
6/26/2018,244,Noise
6/26/2018,329,Noise - Street/Sidewalk
6/26/2018,23,Noise - Park
6/26/2018,101,Noise - Commercial
6/25/2018,117,Noise - Vehicle
6/25/2018,481,Noise - Residential
6/25/2018,1,Noise - House of Worship
6/25/2018,327,Noise - Street/Sidewalk
6/25/2018,187,Noise
6/25/2018,21,Noise - Park
6/25/2018,81,Noise - Commercial
6/24/2018,5,Noise - House of Worship
6/24/2018,153,Noise
6/24/2018,2,Noise - Helicopter
6/24/2018,621,Noise - Street/Sidewalk
6/24/2018,45,Noise - Park
6/24/2018,216,Noise - Commercial
6/24/2018,212,Noise - Vehicle
6/24/2018,1478,Noise - Residential
6/23/2018,124,Noise - Vehicle
6/23/2018,1361,Noise - Residential
6/23/2018,8,Noise - House of Worship
6/23/2018,39,Noise - Park
6/23/2018,499,Noise - Street/Sidewalk
6/23/2018,262,Noise
6/23/2018,235,Noise - Commercial
6/22/2018,533,Noise - Residential
6/22/2018,126,Noise - Vehicle
6/22/2018,134,Noise - Commercial
6/22/2018,20,Noise - Park
6/22/2018,2,Noise - Helicopter
6/22/2018,148,Noise
6/22/2018,346,Noise - Street/Sidewalk
6/22/2018,3,Noise - House of Worship
6/21/2018,127,Noise - Commercial
6/21/2018,305,Noise - Street/Sidewalk
6/21/2018,196,Noise
6/21/2018,6,Noise - Helicopter
6/21/2018,24,Noise - Park
6/21/2018,3,Noise - House of Worship
6/21/2018,375,Noise - Residential
6/21/2018,88,Noise - Vehicle
6/20/2018,70,Noise - Commercial
6/20/2018,170,Noise
6/20/2018,4,Noise - Helicopter
6/20/2018,280,Noise - Street/Sidewalk
6/20/2018,21,Noise - Park
6/20/2018,1,Collection Truck Noise
6/20/2018,2,Noise - House of Worship
6/20/2018,360,Noise - Residential
6/20/2018,102,Noise - Vehicle
6/19/2018,301,Noise - Residential
6/19/2018,94,Noise - Vehicle
6/19/2018,61,Noise - Commercial
6/19/2018,19,Noise - Park
6/19/2018,217,Noise - Street/Sidewalk
6/19/2018,148,Noise
6/19/2018,2,Noise - Helicopter
6/19/2018,2,Noise - House of Worship
6/18/2018,115,Noise - Vehicle
6/18/2018,441,Noise - Residential
6/18/2018,146,Noise
6/18/2018,272,Noise - Street/Sidewalk
6/18/2018,15,Noise - Park
6/18/2018,51,Noise - Commercial
6/17/2018,1859,Noise - Residential
6/17/2018,234,Noise - Vehicle
6/17/2018,215,Noise - Commercial
6/17/2018,3,Noise - Helicopter
6/17/2018,93,Noise
6/17/2018,1082,Noise - Street/Sidewalk
6/17/2018,61,Noise - Park
6/17/2018,2,Noise - House of Worship
6/16/2018,40,Noise - Park
6/16/2018,878,Noise - Street/Sidewalk
6/16/2018,1,Noise - Helicopter
6/16/2018,258,Noise
6/16/2018,257,Noise - Commercial
6/16/2018,5,Noise - House of Worship
6/16/2018,1403,Noise - Residential
6/16/2018,238,Noise - Vehicle
6/15/2018,3,Noise - House of Worship
6/15/2018,36,Noise - Park
6/15/2018,6,Noise - Helicopter
6/15/2018,161,Noise
6/15/2018,531,Noise - Street/Sidewalk
6/15/2018,158,Noise - Commercial
6/15/2018,145,Noise - Vehicle
6/15/2018,682,Noise - Residential
6/14/2018,164,Noise - Commercial
6/14/2018,437,Noise - Street/Sidewalk
6/14/2018,2,Noise - Helicopter
6/14/2018,188,Noise
6/14/2018,2,Collection Truck Noise
6/14/2018,77,Noise - Park
6/14/2018,3,Noise - House of Worship
6/14/2018,462,Noise - Residential
6/14/2018,174,Noise - Vehicle
6/13/2018,362,Noise - Residential
6/13/2018,91,Noise - Vehicle
6/13/2018,15,Noise - Park
6/13/2018,1,Noise - Helicopter
6/13/2018,247,Noise
6/13/2018,228,Noise - Street/Sidewalk
6/13/2018,88,Noise - Commercial
6/13/2018,2,Noise - House of Worship
6/12/2018,139,Noise - Vehicle
6/12/2018,456,Noise - Residential
6/12/2018,8,Noise - House of Worship
6/12/2018,108,Noise - Commercial
6/12/2018,248,Noise - Street/Sidewalk
6/12/2018,271,Noise
6/12/2018,3,Noise - Helicopter
6/12/2018,1,Collection Truck Noise
6/12/2018,30,Noise - Park
6/11/2018,104,Noise - Commercial
6/11/2018,1,Collection Truck Noise
6/11/2018,16,Noise - Park
6/11/2018,229,Noise - Street/Sidewalk
6/11/2018,6,Noise - Helicopter
6/11/2018,223,Noise
6/11/2018,4,Noise - House of Worship
6/11/2018,449,Noise - Residential
6/11/2018,83,Noise - Vehicle
6/10/2018,1288,Noise - Residential
6/10/2018,158,Noise - Vehicle
6/10/2018,271,Noise - Commercial
6/10/2018,33,Noise - Park
6/10/2018,599,Noise - Street/Sidewalk
6/10/2018,159,Noise
6/10/2018,4,Noise - Helicopter
6/10/2018,5,Noise - House of Worship
6/9/2018,5,Noise - House of Worship
6/9/2018,50,Noise - Park
6/9/2018,1,Collection Truck Noise
6/9/2018,270,Noise
6/9/2018,13,Noise - Helicopter
6/9/2018,837,Noise - Street/Sidewalk
6/9/2018,279,Noise - Commercial
6/9/2018,194,Noise - Vehicle
6/9/2018,1332,Noise - Residential
6/8/2018,621,Noise - Residential
6/8/2018,180,Noise - Vehicle
6/8/2018,34,Noise - Park
6/8/2018,4,Noise - Helicopter
6/8/2018,258,Noise
6/8/2018,435,Noise - Street/Sidewalk
6/8/2018,206,Noise - Commercial
6/8/2018,4,Noise - House of Worship
6/7/2018,9,Noise - House of Worship
6/7/2018,23,Noise - Park
6/7/2018,1,Collection Truck Noise
6/7/2018,300,Noise
6/7/2018,12,Noise - Helicopter
6/7/2018,251,Noise - Street/Sidewalk
6/7/2018,166,Noise - Commercial
6/7/2018,224,Noise - Vehicle
6/7/2018,519,Noise - Residential
6/6/2018,2,Noise - House of Worship
6/6/2018,280,Noise
6/6/2018,1,Noise - Helicopter
6/6/2018,225,Noise - Street/Sidewalk
6/6/2018,26,Noise - Park
6/6/2018,138,Noise - Commercial
6/6/2018,111,Noise - Vehicle
6/6/2018,416,Noise - Residential
6/5/2018,2,Noise - House of Worship
6/5/2018,116,Noise - Commercial
6/5/2018,14,Noise - Park
6/5/2018,276,Noise - Street/Sidewalk
6/5/2018,247,Noise
6/5/2018,4,Noise - Helicopter
6/5/2018,161,Noise - Vehicle
6/5/2018,379,Noise - Residential
6/4/2018,4,Noise - House of Worship
6/4/2018,77,Noise - Commercial
6/4/2018,13,Noise - Park
6/4/2018,207,Noise - Street/Sidewalk
6/4/2018,221,Noise
6/4/2018,3,Noise - Helicopter
6/4/2018,113,Noise - Vehicle
6/4/2018,393,Noise - Residential
6/3/2018,97,Noise - Vehicle
6/3/2018,958,Noise - Residential
6/3/2018,7,Noise - House of Worship
6/3/2018,202,Noise - Commercial
6/3/2018,7,Noise - Helicopter
6/3/2018,135,Noise
6/3/2018,295,Noise - Street/Sidewalk
6/3/2018,31,Noise - Park
6/2/2018,4,Noise - House of Worship
6/2/2018,1,Noise - Helicopter
6/2/2018,288,Noise
6/2/2018,531,Noise - Street/Sidewalk
6/2/2018,23,Noise - Park
6/2/2018,188,Noise - Commercial
6/2/2018,164,Noise - Vehicle
6/2/2018,1035,Noise - Residential
6/1/2018,1,Noise - Helicopter
6/1/2018,188,Noise
6/1/2018,323,Noise - Street/Sidewalk
6/1/2018,13,Noise - Park
6/1/2018,167,Noise - Commercial
6/1/2018,1,Noise - House of Worship
6/1/2018,512,Noise - Residential
6/1/2018,148,Noise - Vehicle
5/31/2018,122,Noise - Vehicle
5/31/2018,398,Noise - Residential
5/31/2018,117,Noise - Commercial
5/31/2018,143,Noise - Street/Sidewalk
5/31/2018,255,Noise
5/31/2018,11,Noise - Park
5/30/2018,374,Noise - Residential
5/30/2018,128,Noise - Vehicle
5/30/2018,22,Noise - Park
5/30/2018,2,Collection Truck Noise
5/30/2018,237,Noise
5/30/2018,261,Noise - Street/Sidewalk
5/30/2018,108,Noise - Commercial
5/30/2018,5,Noise - House of Worship
5/29/2018,516,Noise - Residential
5/29/2018,182,Noise - Vehicle
5/29/2018,20,Noise - Park
5/29/2018,309,Noise - Street/Sidewalk
5/29/2018,196,Noise
5/29/2018,3,Noise - Helicopter
5/29/2018,72,Noise - Commercial
5/29/2018,6,Noise - House of Worship
5/28/2018,1151,Noise - Residential
5/28/2018,205,Noise - Vehicle
5/28/2018,500,Noise - Street/Sidewalk
5/28/2018,147,Noise
5/28/2018,11,Noise - Helicopter
5/28/2018,1,Collection Truck Noise
5/28/2018,40,Noise - Park
5/28/2018,143,Noise - Commercial
