date,uniquekey,Complaint Type
12/2/2018,108,Noise - Street/Sidewalk
12/2/2018,113,Noise
12/1/2018,9,Noise - House of Worship
12/1/2018,212,Noise - Commercial
12/1/2018,121,Noise - Street/Sidewalk
12/1/2018,239,Noise
12/1/2018,4,Noise - Helicopter
12/1/2018,1,Collection Truck Noise
12/1/2018,3,Noise - Park
12/1/2018,72,Noise - Vehicle
12/1/2018,871,Noise - Residential
11/30/2018,81,Noise - Vehicle
11/30/2018,543,Noise - Residential
11/30/2018,1,Noise - House of Worship
11/30/2018,143,Noise - Commercial
11/30/2018,2,Collection Truck Noise
11/30/2018,1,Noise - Park
11/30/2018,86,Noise - Street/Sidewalk
11/30/2018,175,Noise
11/29/2018,388,Noise - Residential
11/29/2018,70,Noise - Vehicle
11/29/2018,153,Noise
11/29/2018,3,Noise - Helicopter
11/29/2018,60,Noise - Street/Sidewalk
11/29/2018,2,Collection Truck Noise
11/29/2018,128,Noise - Commercial
11/29/2018,4,Noise - House of Worship
11/28/2018,67,Noise - Commercial
11/28/2018,1,Collection Truck Noise
11/28/2018,56,Noise - Street/Sidewalk
11/28/2018,3,Noise - Helicopter
11/28/2018,206,Noise
11/28/2018,54,Noise - Vehicle
11/28/2018,393,Noise - Residential
11/27/2018,92,Noise - Vehicle
11/27/2018,368,Noise - Residential
11/27/2018,1,Noise - House of Worship
11/27/2018,1,Collection Truck Noise
11/27/2018,226,Noise
11/27/2018,1,Noise - Helicopter
11/27/2018,54,Noise - Street/Sidewalk
11/27/2018,56,Noise - Commercial
11/26/2018,54,Noise - Commercial
11/26/2018,5,Noise - Helicopter
11/26/2018,136,Noise
11/26/2018,60,Noise - Street/Sidewalk
11/26/2018,350,Noise - Residential
11/26/2018,69,Noise - Vehicle
11/25/2018,1,Noise - House of Worship
11/25/2018,155,Noise - Commercial
11/25/2018,86,Noise - Street/Sidewalk
11/25/2018,93,Noise
11/25/2018,2,Noise - Helicopter
11/25/2018,5,Noise - Park
11/25/2018,87,Noise - Vehicle
11/25/2018,654,Noise - Residential
11/24/2018,127,Noise - Commercial
11/24/2018,95,Noise
11/24/2018,78,Noise - Street/Sidewalk
11/24/2018,4,Noise - Park
11/24/2018,1,Collection Truck Noise
11/24/2018,48,Noise - Vehicle
11/24/2018,635,Noise - Residential
11/23/2018,85,Noise - Commercial
11/23/2018,1,Collection Truck Noise
11/23/2018,2,Noise - Park
11/23/2018,47,Noise - Street/Sidewalk
11/23/2018,1,Noise - Helicopter
11/23/2018,71,Noise
11/23/2018,3,Noise - House of Worship
11/23/2018,732,Noise - Residential
11/23/2018,40,Noise - Vehicle
11/22/2018,1,Noise - House of Worship
11/22/2018,1,Noise - Park
11/22/2018,1,Collection Truck Noise
11/22/2018,68,Noise
11/22/2018,39,Noise - Street/Sidewalk
11/22/2018,72,Noise - Commercial
11/22/2018,43,Noise - Vehicle
11/22/2018,754,Noise - Residential
11/21/2018,2,Noise - Helicopter
11/21/2018,123,Noise
11/21/2018,57,Noise - Street/Sidewalk
11/21/2018,3,Noise - Park
11/21/2018,67,Noise - Commercial
11/21/2018,458,Noise - Residential
11/21/2018,44,Noise - Vehicle
11/20/2018,59,Noise - Commercial
11/20/2018,80,Noise - Street/Sidewalk
11/20/2018,190,Noise
11/20/2018,1,Noise - Helicopter
11/20/2018,2,Noise - Park
11/20/2018,380,Noise - Residential
11/20/2018,67,Noise - Vehicle
11/19/2018,60,Noise - Vehicle
11/19/2018,360,Noise - Residential
11/19/2018,83,Noise - Commercial
11/19/2018,162,Noise
11/19/2018,5,Noise - Helicopter
11/19/2018,101,Noise - Street/Sidewalk
11/19/2018,5,Noise - Park
11/19/2018,1,Collection Truck Noise
11/18/2018,129,Noise - Street/Sidewalk
11/18/2018,145,Noise
11/18/2018,10,Noise - Helicopter
11/18/2018,3,Noise - Park
11/18/2018,182,Noise - Commercial
11/18/2018,69,Noise - Vehicle
11/18/2018,838,Noise - Residential
11/17/2018,79,Noise - Vehicle
11/17/2018,881,Noise - Residential
11/17/2018,4,Noise - House of Worship
11/17/2018,245,Noise
11/17/2018,2,Noise - Helicopter
11/17/2018,138,Noise - Street/Sidewalk
11/17/2018,9,Noise - Park
11/17/2018,238,Noise - Commercial
11/16/2018,402,Noise - Residential
11/16/2018,60,Noise - Vehicle
11/16/2018,70,Noise - Street/Sidewalk
11/16/2018,118,Noise
11/16/2018,2,Noise - Helicopter
11/16/2018,1,Noise - Park
11/16/2018,76,Noise - Commercial
11/16/2018,1,Noise - House of Worship
11/15/2018,1,Noise - House of Worship
11/15/2018,146,Noise
11/15/2018,39,Noise - Street/Sidewalk
11/15/2018,1,Noise - Park
11/15/2018,1,Collection Truck Noise
11/15/2018,59,Noise - Commercial
11/15/2018,111,Noise - Vehicle
11/15/2018,321,Noise - Residential
11/14/2018,355,Noise - Residential
11/14/2018,43,Noise - Vehicle
11/14/2018,48,Noise - Commercial
11/14/2018,1,Noise - Helicopter
11/14/2018,206,Noise
11/14/2018,64,Noise - Street/Sidewalk
11/14/2018,1,Noise - House of Worship
11/13/2018,44,Noise - Vehicle
11/13/2018,355,Noise - Residential
11/13/2018,1,Noise - Park
11/13/2018,2,Collection Truck Noise
11/13/2018,182,Noise
11/13/2018,78,Noise - Street/Sidewalk
11/13/2018,73,Noise - Commercial
11/12/2018,458,Noise - Residential
11/12/2018,54,Noise - Vehicle
11/12/2018,61,Noise - Commercial
11/12/2018,79,Noise - Street/Sidewalk
11/12/2018,3,Noise - Helicopter
11/12/2018,158,Noise
11/12/2018,1,Noise - House of Worship
11/11/2018,871,Noise - Residential
11/11/2018,52,Noise - Vehicle
11/11/2018,194,Noise - Commercial
11/11/2018,6,Noise - Park
11/11/2018,95,Noise - Street/Sidewalk
11/11/2018,132,Noise
11/11/2018,5,Noise - Helicopter
11/10/2018,4,Noise - House of Worship
11/10/2018,178,Noise - Commercial
11/10/2018,125,Noise - Street/Sidewalk
11/10/2018,306,Noise
11/10/2018,3,Noise - Helicopter
11/10/2018,64,Noise - Vehicle
11/10/2018,853,Noise - Residential
11/9/2018,1,Noise - House of Worship
11/9/2018,1,Noise - Helicopter
11/9/2018,177,Noise
11/9/2018,70,Noise - Street/Sidewalk
11/9/2018,120,Noise - Commercial
11/9/2018,61,Noise - Vehicle
11/9/2018,492,Noise - Residential
11/8/2018,1,Noise - House of Worship
11/8/2018,75,Noise - Commercial
11/8/2018,2,Collection Truck Noise
11/8/2018,4,Noise - Park
11/8/2018,112,Noise - Street/Sidewalk
11/8/2018,6,Noise - Helicopter
11/8/2018,218,Noise
11/8/2018,75,Noise - Vehicle
11/8/2018,405,Noise - Residential
11/7/2018,380,Noise - Residential
11/7/2018,73,Noise - Vehicle
11/7/2018,2,Noise - Park
11/7/2018,142,Noise - Street/Sidewalk
11/7/2018,5,Noise - Helicopter
11/7/2018,234,Noise
11/7/2018,91,Noise - Commercial
11/7/2018,1,Noise - House of Worship
11/6/2018,1,Noise - House of Worship
11/6/2018,185,Noise
11/6/2018,82,Noise - Street/Sidewalk
11/6/2018,62,Noise - Commercial
11/6/2018,84,Noise - Vehicle
11/6/2018,331,Noise - Residential
11/5/2018,64,Noise - Commercial
11/5/2018,2,Noise - Helicopter
11/5/2018,148,Noise
11/5/2018,47,Noise - Street/Sidewalk
11/5/2018,2,Noise - House of Worship
11/5/2018,439,Noise - Residential
11/5/2018,75,Noise - Vehicle
11/4/2018,969,Noise - Residential
11/4/2018,59,Noise - Vehicle
11/4/2018,196,Noise - Commercial
11/4/2018,2,Noise - Helicopter
11/4/2018,131,Noise
11/4/2018,184,Noise - Street/Sidewalk
11/4/2018,4,Noise - Park
11/4/2018,2,Noise - House of Worship
11/3/2018,81,Noise - Vehicle
11/3/2018,973,Noise - Residential
11/3/2018,2,Noise - House of Worship
11/3/2018,189,Noise - Street/Sidewalk
11/3/2018,271,Noise
11/3/2018,9,Noise - Park
11/3/2018,199,Noise - Commercial
11/2/2018,3,Noise - Park
11/2/2018,199,Noise
11/2/2018,176,Noise - Street/Sidewalk
11/2/2018,136,Noise - Commercial
11/2/2018,2,Noise - House of Worship
11/2/2018,485,Noise - Residential
11/2/2018,108,Noise - Vehicle
11/1/2018,454,Noise - Residential
11/1/2018,90,Noise - Vehicle
11/1/2018,127,Noise - Commercial
11/1/2018,8,Noise - Park
11/1/2018,248,Noise - Street/Sidewalk
11/1/2018,6,Noise - Helicopter
11/1/2018,223,Noise
10/31/2018,2,Noise - House of Worship
10/31/2018,142,Noise - Commercial
10/31/2018,5,Noise - Park
10/31/2018,1,Collection Truck Noise
10/31/2018,10,Noise - Helicopter
10/31/2018,240,Noise
10/31/2018,227,Noise - Street/Sidewalk
10/31/2018,135,Noise - Vehicle
10/31/2018,435,Noise - Residential
10/30/2018,95,Noise - Vehicle
10/30/2018,365,Noise - Residential
10/30/2018,302,Noise
10/30/2018,3,Noise - Helicopter
10/30/2018,114,Noise - Street/Sidewalk
10/30/2018,6,Noise - Park
10/30/2018,1,Collection Truck Noise
10/30/2018,96,Noise - Commercial
10/29/2018,93,Noise - Commercial
10/29/2018,176,Noise
10/29/2018,2,Noise - Helicopter
10/29/2018,93,Noise - Street/Sidewalk
10/29/2018,4,Noise - Park
10/29/2018,1,Collection Truck Noise
10/29/2018,82,Noise - Vehicle
10/29/2018,419,Noise - Residential
10/28/2018,1127,Noise - Residential
10/28/2018,108,Noise - Vehicle
10/28/2018,222,Noise - Commercial
10/28/2018,206,Noise - Street/Sidewalk
10/28/2018,132,Noise
10/28/2018,3,Noise - Helicopter
10/28/2018,11,Noise - Park
10/28/2018,2,Noise - House of Worship
10/27/2018,960,Noise - Residential
10/27/2018,81,Noise - Vehicle
10/27/2018,94,Noise - Street/Sidewalk
10/27/2018,111,Noise
10/27/2018,246,Noise - Commercial
10/26/2018,145,Noise - Commercial
10/26/2018,1,Noise - Park
10/26/2018,1,Collection Truck Noise
10/26/2018,170,Noise
10/26/2018,17,Noise - Helicopter
10/26/2018,155,Noise - Street/Sidewalk
10/26/2018,83,Noise - Vehicle
10/26/2018,559,Noise - Residential
10/25/2018,119,Noise - Commercial
10/25/2018,273,Noise
10/25/2018,2,Noise - Helicopter
10/25/2018,77,Noise - Street/Sidewalk
10/25/2018,5,Noise - Park
10/25/2018,1,Noise - House of Worship
10/25/2018,339,Noise - Residential
10/25/2018,67,Noise - Vehicle
10/24/2018,79,Noise - Commercial
10/24/2018,3,Noise - Park
10/24/2018,263,Noise
10/24/2018,7,Noise - Helicopter
10/24/2018,108,Noise - Street/Sidewalk
10/24/2018,79,Noise - Vehicle
10/24/2018,388,Noise - Residential
10/23/2018,377,Noise - Residential
10/23/2018,88,Noise - Vehicle
10/23/2018,76,Noise - Commercial
10/23/2018,4,Noise - Park
10/23/2018,134,Noise - Street/Sidewalk
10/23/2018,241,Noise
10/23/2018,1,Noise - Helicopter
10/22/2018,73,Noise - Vehicle
10/22/2018,363,Noise - Residential
10/22/2018,1,Noise - House of Worship
10/22/2018,84,Noise - Street/Sidewalk
10/22/2018,1,Noise - Helicopter
10/22/2018,196,Noise
10/22/2018,3,Noise - Park
10/22/2018,79,Noise - Commercial
10/21/2018,1,Noise - House of Worship
10/21/2018,197,Noise - Commercial
10/21/2018,2,Noise - Helicopter
10/21/2018,108,Noise
10/21/2018,165,Noise - Street/Sidewalk
10/21/2018,3,Noise - Park
10/21/2018,2,Collection Truck Noise
10/21/2018,67,Noise - Vehicle
10/21/2018,886,Noise - Residential
10/20/2018,997,Noise - Residential
10/20/2018,117,Noise - Vehicle
10/20/2018,239,Noise
10/20/2018,5,Noise - Helicopter
10/20/2018,297,Noise - Street/Sidewalk
10/20/2018,7,Noise - Park
10/20/2018,1,Collection Truck Noise
10/20/2018,236,Noise - Commercial
10/20/2018,3,Noise - House of Worship
10/19/2018,154,Noise - Commercial
10/19/2018,10,Noise - Park
10/19/2018,180,Noise
10/19/2018,2,Noise - Helicopter
10/19/2018,201,Noise - Street/Sidewalk
10/19/2018,2,Noise - House of Worship
10/19/2018,518,Noise - Residential
10/19/2018,91,Noise - Vehicle
10/18/2018,56,Noise - Vehicle
10/18/2018,377,Noise - Residential
10/18/2018,2,Noise - House of Worship
10/18/2018,93,Noise - Street/Sidewalk
10/18/2018,205,Noise
10/18/2018,4,Noise - Park
10/18/2018,123,Noise - Commercial
10/17/2018,360,Noise - Residential
10/17/2018,73,Noise - Vehicle
10/17/2018,97,Noise - Commercial
10/17/2018,97,Noise - Street/Sidewalk
10/17/2018,216,Noise
10/17/2018,5,Noise - Helicopter
10/17/2018,2,Collection Truck Noise
10/17/2018,6,Noise - Park
10/16/2018,375,Noise - Residential
10/16/2018,56,Noise - Vehicle
10/16/2018,297,Noise
10/16/2018,2,Noise - Helicopter
10/16/2018,131,Noise - Street/Sidewalk
10/16/2018,5,Noise - Park
10/16/2018,1,Collection Truck Noise
10/16/2018,76,Noise - Commercial
10/15/2018,154,Noise - Street/Sidewalk
10/15/2018,1,Noise - Helicopter
10/15/2018,197,Noise
10/15/2018,5,Noise - Park
10/15/2018,73,Noise - Commercial
10/15/2018,1,Noise - House of Worship
10/15/2018,443,Noise - Residential
10/15/2018,93,Noise - Vehicle
10/14/2018,143,Noise
10/14/2018,1,Noise - Helicopter
10/14/2018,249,Noise - Street/Sidewalk
10/14/2018,14,Noise - Park
10/14/2018,224,Noise - Commercial
10/14/2018,2,Noise - House of Worship
10/14/2018,1036,Noise - Residential
10/14/2018,90,Noise - Vehicle
10/13/2018,268,Noise - Commercial
10/13/2018,247,Noise
10/13/2018,313,Noise - Street/Sidewalk
10/13/2018,4,Noise - Park
10/13/2018,1,Collection Truck Noise
10/13/2018,7,Noise - House of Worship
10/13/2018,1039,Noise - Residential
10/13/2018,122,Noise - Vehicle
10/12/2018,514,Noise - Residential
10/12/2018,115,Noise - Vehicle
10/12/2018,4,Noise - Park
10/12/2018,1,Collection Truck Noise
10/12/2018,172,Noise
10/12/2018,5,Noise - Helicopter
10/12/2018,210,Noise - Street/Sidewalk
10/12/2018,134,Noise - Commercial
10/12/2018,1,Noise - House of Worship
10/11/2018,78,Noise - Commercial
10/11/2018,131,Noise - Street/Sidewalk
10/11/2018,150,Noise
10/11/2018,2,Collection Truck Noise
10/11/2018,10,Noise - Park
10/11/2018,2,Noise - House of Worship
10/11/2018,324,Noise - Residential
10/11/2018,70,Noise - Vehicle
10/10/2018,308,Noise - Residential
10/10/2018,134,Noise - Vehicle
10/10/2018,3,Collection Truck Noise
10/10/2018,18,Noise - Park
10/10/2018,251,Noise - Street/Sidewalk
10/10/2018,4,Noise - Helicopter
10/10/2018,278,Noise
10/10/2018,81,Noise - Commercial
10/9/2018,346,Noise - Residential
10/9/2018,119,Noise - Vehicle
10/9/2018,191,Noise - Street/Sidewalk
10/9/2018,247,Noise
10/9/2018,16,Noise - Park
10/9/2018,82,Noise - Commercial
10/8/2018,507,Noise - Residential
10/8/2018,151,Noise - Vehicle
10/8/2018,219,Noise - Street/Sidewalk
10/8/2018,214,Noise
10/8/2018,12,Noise - Park
10/8/2018,100,Noise - Commercial
10/8/2018,3,Noise - House of Worship
10/7/2018,2,Noise - House of Worship
10/7/2018,288,Noise - Commercial
10/7/2018,15,Noise - Helicopter
10/7/2018,133,Noise
10/7/2018,479,Noise - Street/Sidewalk
10/7/2018,23,Noise - Park
10/7/2018,144,Noise - Vehicle
10/7/2018,1210,Noise - Residential
10/6/2018,1146,Noise - Residential
10/6/2018,155,Noise - Vehicle
10/6/2018,267,Noise - Commercial
10/6/2018,23,Noise - Park
10/6/2018,551,Noise - Street/Sidewalk
10/6/2018,3,Noise - Helicopter
10/6/2018,252,Noise
10/6/2018,4,Noise - House of Worship
10/5/2018,540,Noise - Residential
10/5/2018,142,Noise - Vehicle
10/5/2018,321,Noise - Street/Sidewalk
10/5/2018,3,Noise - Helicopter
10/5/2018,160,Noise
10/5/2018,25,Noise - Park
10/5/2018,175,Noise - Commercial
10/5/2018,2,Noise - House of Worship
10/4/2018,215,Noise - Street/Sidewalk
10/4/2018,2,Noise - Helicopter
10/4/2018,162,Noise
10/4/2018,10,Noise - Park
10/4/2018,93,Noise - Commercial
10/4/2018,2,Noise - House of Worship
10/4/2018,361,Noise - Residential
10/4/2018,185,Noise - Vehicle
10/3/2018,310,Noise - Residential
10/3/2018,105,Noise - Vehicle
10/3/2018,103,Noise - Commercial
10/3/2018,125,Noise
10/3/2018,15,Noise - Helicopter
10/3/2018,192,Noise - Street/Sidewalk
10/3/2018,11,Noise - Park
10/3/2018,2,Collection Truck Noise
10/3/2018,4,Noise - House of Worship
10/2/2018,331,Noise - Residential
10/2/2018,147,Noise - Vehicle
10/2/2018,163,Noise
10/2/2018,184,Noise - Street/Sidewalk
10/2/2018,10,Noise - Park
10/2/2018,59,Noise - Commercial
10/2/2018,1,Noise - House of Worship
10/1/2018,9,Noise - Park
10/1/2018,265,Noise - Street/Sidewalk
10/1/2018,204,Noise
10/1/2018,4,Noise - Helicopter
10/1/2018,111,Noise - Commercial
10/1/2018,3,Noise - House of Worship
10/1/2018,392,Noise - Residential
10/1/2018,96,Noise - Vehicle
9/30/2018,1326,Noise - Residential
9/30/2018,206,Noise - Vehicle
9/30/2018,34,Noise - Park
9/30/2018,578,Noise - Street/Sidewalk
9/30/2018,151,Noise
9/30/2018,8,Noise - Helicopter
9/30/2018,260,Noise - Commercial
9/30/2018,4,Noise - House of Worship
9/29/2018,1277,Noise - Residential
9/29/2018,204,Noise - Vehicle
9/29/2018,298,Noise - Commercial
9/29/2018,32,Noise - Park
9/29/2018,11,Noise - Helicopter
9/29/2018,250,Noise
9/29/2018,653,Noise - Street/Sidewalk
9/29/2018,5,Noise - House of Worship
9/28/2018,602,Noise - Residential
9/28/2018,165,Noise - Vehicle
9/28/2018,337,Noise - Street/Sidewalk
9/28/2018,1,Noise - Helicopter
9/28/2018,157,Noise
9/28/2018,13,Noise - Park
9/28/2018,158,Noise - Commercial
9/28/2018,9,Noise - House of Worship
9/27/2018,116,Noise - Vehicle
9/27/2018,360,Noise - Residential
9/27/2018,4,Noise - House of Worship
9/27/2018,11,Noise - Park
9/27/2018,1,Collection Truck Noise
9/27/2018,1,Noise - Helicopter
9/27/2018,193,Noise
9/27/2018,206,Noise - Street/Sidewalk
9/27/2018,120,Noise - Commercial
9/26/2018,338,Noise - Residential
9/26/2018,121,Noise - Vehicle
9/26/2018,8,Noise - Park
9/26/2018,148,Noise - Street/Sidewalk
9/26/2018,219,Noise
9/26/2018,2,Noise - Helicopter
9/26/2018,78,Noise - Commercial
9/26/2018,3,Noise - House of Worship
9/25/2018,320,Noise - Residential
9/25/2018,84,Noise - Vehicle
9/25/2018,187,Noise
9/25/2018,1,Noise - Helicopter
9/25/2018,78,Noise - Street/Sidewalk
9/25/2018,1,Noise - Park
9/25/2018,2,Collection Truck Noise
9/25/2018,68,Noise - Commercial
9/25/2018,4,Noise - House of Worship
9/24/2018,75,Noise - Vehicle
9/24/2018,389,Noise - Residential
9/24/2018,1,Noise - House of Worship
9/24/2018,189,Noise - Street/Sidewalk
9/24/2018,183,Noise
9/24/2018,3,Noise - Helicopter
9/24/2018,12,Noise - Park
9/24/2018,94,Noise - Commercial
9/23/2018,181,Noise - Vehicle
9/23/2018,1330,Noise - Residential
9/23/2018,9,Noise - House of Worship
9/23/2018,155,Noise
9/23/2018,9,Noise - Helicopter
9/23/2018,450,Noise - Street/Sidewalk
9/23/2018,25,Noise - Park
9/23/2018,274,Noise - Commercial
9/22/2018,197,Noise - Vehicle
9/22/2018,1329,Noise - Residential
9/22/2018,3,Noise - House of Worship
9/22/2018,56,Noise - Park
9/22/2018,587,Noise - Street/Sidewalk
9/22/2018,244,Noise
9/22/2018,5,Noise - Helicopter
9/22/2018,288,Noise - Commercial
9/21/2018,352,Noise - Street/Sidewalk
9/21/2018,179,Noise
9/21/2018,22,Noise - Helicopter
9/21/2018,22,Noise - Park
9/21/2018,181,Noise - Commercial
9/21/2018,2,Noise - House of Worship
9/21/2018,529,Noise - Residential
9/21/2018,181,Noise - Vehicle
9/20/2018,98,Noise - Commercial
9/20/2018,227,Noise
9/20/2018,3,Noise - Helicopter
9/20/2018,241,Noise - Street/Sidewalk
9/20/2018,14,Noise - Park
9/20/2018,136,Noise - Vehicle
9/20/2018,399,Noise - Residential
9/19/2018,6,Noise - Helicopter
9/19/2018,189,Noise
9/19/2018,256,Noise - Street/Sidewalk
9/19/2018,12,Noise - Park
9/19/2018,68,Noise - Commercial
9/19/2018,116,Noise - Vehicle
9/19/2018,381,Noise - Residential
9/18/2018,46,Noise - Commercial
9/18/2018,139,Noise - Street/Sidewalk
9/18/2018,144,Noise
9/18/2018,4,Noise - Helicopter
9/18/2018,1,Collection Truck Noise
9/18/2018,10,Noise - Park
9/18/2018,78,Noise - Vehicle
9/18/2018,259,Noise - Residential
9/17/2018,67,Noise - Commercial
9/17/2018,11,Noise - Park
9/17/2018,162,Noise - Street/Sidewalk
9/17/2018,3,Noise - Helicopter
9/17/2018,204,Noise
9/17/2018,126,Noise - Vehicle
9/17/2018,351,Noise - Residential
9/16/2018,181,Noise - Vehicle
9/16/2018,1265,Noise - Residential
9/16/2018,2,Noise - House of Worship
9/16/2018,198,Noise - Commercial
9/16/2018,15,Noise - Helicopter
9/16/2018,141,Noise
9/16/2018,633,Noise - Street/Sidewalk
9/16/2018,40,Noise - Park
9/15/2018,218,Noise - Vehicle
9/15/2018,1338,Noise - Residential
9/15/2018,5,Noise - House of Worship
9/15/2018,265,Noise - Commercial
9/15/2018,29,Noise - Park
9/15/2018,1,Noise - Helicopter
9/15/2018,228,Noise
9/15/2018,662,Noise - Street/Sidewalk
9/14/2018,5,Noise - House of Worship
9/14/2018,155,Noise - Commercial
9/14/2018,19,Noise - Park
9/14/2018,335,Noise - Street/Sidewalk
9/14/2018,1,Noise - Helicopter
9/14/2018,156,Noise
9/14/2018,158,Noise - Vehicle
9/14/2018,537,Noise - Residential
9/13/2018,95,Noise - Vehicle
9/13/2018,369,Noise - Residential
9/13/2018,8,Noise - Park
9/13/2018,201,Noise - Street/Sidewalk
9/13/2018,183,Noise
9/13/2018,101,Noise - Commercial
9/12/2018,102,Noise - Vehicle
9/12/2018,375,Noise - Residential
9/12/2018,3,Noise - House of Worship
9/12/2018,5,Noise - Park
9/12/2018,1,Collection Truck Noise
9/12/2018,167,Noise
9/12/2018,149,Noise - Street/Sidewalk
9/12/2018,77,Noise - Commercial
9/11/2018,184,Noise - Street/Sidewalk
9/11/2018,1,Noise - Helicopter
9/11/2018,192,Noise
9/11/2018,10,Noise - Park
9/11/2018,80,Noise - Commercial
9/11/2018,1,Noise - House of Worship
9/11/2018,415,Noise - Residential
9/11/2018,97,Noise - Vehicle
9/10/2018,1,Collection Truck Noise
9/10/2018,58,Noise - Street/Sidewalk
9/10/2018,133,Noise
9/10/2018,64,Noise - Commercial
9/10/2018,423,Noise - Residential
9/10/2018,90,Noise - Vehicle
9/9/2018,1025,Noise - Residential
9/9/2018,88,Noise - Vehicle
9/9/2018,173,Noise - Commercial
9/9/2018,17,Noise - Park
9/9/2018,238,Noise - Street/Sidewalk
9/9/2018,1,Noise - Helicopter
9/9/2018,122,Noise
9/9/2018,2,Noise - House of Worship
9/8/2018,13,Noise - House of Worship
9/8/2018,35,Noise - Park
9/8/2018,222,Noise
9/8/2018,1,Noise - Helicopter
9/8/2018,488,Noise - Street/Sidewalk
9/8/2018,239,Noise - Commercial
9/8/2018,119,Noise - Vehicle
9/8/2018,1111,Noise - Residential
9/7/2018,2,Noise - House of Worship
9/7/2018,13,Noise - Park
9/7/2018,299,Noise - Street/Sidewalk
9/7/2018,126,Noise
9/7/2018,2,Noise - Helicopter
9/7/2018,99,Noise - Commercial
9/7/2018,116,Noise - Vehicle
9/7/2018,414,Noise - Residential
9/6/2018,73,Noise - Commercial
9/6/2018,7,Noise - Park
9/6/2018,1,Noise - Helicopter
9/6/2018,111,Noise
9/6/2018,136,Noise - Street/Sidewalk
9/6/2018,2,Noise - House of Worship
9/6/2018,252,Noise - Residential
9/6/2018,60,Noise - Vehicle
9/5/2018,9,Noise - Park
9/5/2018,133,Noise
9/5/2018,2,Noise - Helicopter
9/5/2018,117,Noise - Street/Sidewalk
9/5/2018,63,Noise - Commercial
9/5/2018,80,Noise - Vehicle
9/5/2018,257,Noise - Residential
9/4/2018,185,Noise - Street/Sidewalk
9/4/2018,1,Noise - Helicopter
9/4/2018,95,Noise
9/4/2018,9,Noise - Park
9/4/2018,60,Noise - Commercial
9/4/2018,3,Noise - House of Worship
9/4/2018,295,Noise - Residential
9/4/2018,53,Noise - Vehicle
9/3/2018,3,Noise - House of Worship
9/3/2018,94,Noise - Commercial
9/3/2018,50,Noise
9/3/2018,3,Noise - Helicopter
9/3/2018,544,Noise - Street/Sidewalk
9/3/2018,22,Noise - Park
9/3/2018,151,Noise - Vehicle
9/3/2018,1075,Noise - Residential
9/2/2018,2,Noise - House of Worship
9/2/2018,32,Noise - Park
9/2/2018,93,Noise
9/2/2018,2,Noise - Helicopter
9/2/2018,735,Noise - Street/Sidewalk
9/2/2018,187,Noise - Commercial
9/2/2018,192,Noise - Vehicle
9/2/2018,1549,Noise - Residential
9/1/2018,152,Noise - Vehicle
9/1/2018,1080,Noise - Residential
9/1/2018,7,Noise - House of Worship
9/1/2018,48,Noise - Park
9/1/2018,158,Noise
9/1/2018,4,Noise - Helicopter
9/1/2018,561,Noise - Street/Sidewalk
9/1/2018,152,Noise - Commercial
8/31/2018,132,Noise - Commercial
8/31/2018,12,Noise - Park
8/31/2018,2,Noise - Helicopter
8/31/2018,117,Noise
8/31/2018,278,Noise - Street/Sidewalk
8/31/2018,477,Noise - Residential
8/31/2018,95,Noise - Vehicle
8/30/2018,1,Noise - House of Worship
8/30/2018,9,Noise - Park
8/30/2018,85,Noise
8/30/2018,3,Noise - Helicopter
8/30/2018,214,Noise - Street/Sidewalk
8/30/2018,58,Noise - Commercial
8/30/2018,63,Noise - Vehicle
8/30/2018,317,Noise - Residential
8/29/2018,61,Noise - Vehicle
8/29/2018,259,Noise - Residential
8/29/2018,11,Noise - Park
8/29/2018,184,Noise - Street/Sidewalk
8/29/2018,1,Noise - Helicopter
8/29/2018,119,Noise
8/29/2018,61,Noise - Commercial
8/28/2018,97,Noise - Vehicle
8/28/2018,270,Noise - Residential
8/28/2018,1,Noise - House of Worship
8/28/2018,60,Noise - Commercial
8/28/2018,1,Collection Truck Noise
8/28/2018,10,Noise - Park
8/28/2018,162,Noise - Street/Sidewalk
8/28/2018,95,Noise
8/28/2018,1,Noise - Helicopter
8/27/2018,50,Noise - Commercial
8/27/2018,224,Noise - Street/Sidewalk
8/27/2018,3,Noise - Helicopter
8/27/2018,131,Noise
8/27/2018,13,Noise - Park
8/27/2018,335,Noise - Residential
8/27/2018,97,Noise - Vehicle
8/26/2018,186,Noise - Vehicle
8/26/2018,1331,Noise - Residential
8/26/2018,4,Noise - House of Worship
8/26/2018,189,Noise - Commercial
8/26/2018,73,Noise - Park
8/26/2018,636,Noise - Street/Sidewalk
8/26/2018,3,Noise - Helicopter
8/26/2018,104,Noise
8/25/2018,217,Noise - Commercial
8/25/2018,81,Noise - Park
8/25/2018,685,Noise - Street/Sidewalk
8/25/2018,3,Noise - Helicopter
8/25/2018,193,Noise
8/25/2018,6,Noise - House of Worship
8/25/2018,1334,Noise - Residential
8/25/2018,210,Noise - Vehicle
8/24/2018,155,Noise - Vehicle
8/24/2018,605,Noise - Residential
8/24/2018,6,Noise - House of Worship
8/24/2018,28,Noise - Park
8/24/2018,4,Noise - Helicopter
8/24/2018,134,Noise
8/24/2018,411,Noise - Street/Sidewalk
8/24/2018,158,Noise - Commercial
8/23/2018,1,Collection Truck Noise
8/23/2018,17,Noise - Park
